Palabra;Grupo;Entidad;Frecuencia;Porcentaje;Pareto;Polaridad;Negativa;Neutra;Positiva;Puntuacion;Critica;Molestia;Duda;Disgusto;Miedo;Alegria;Tristeza;Sorpresa;Confianza
despachaba;;;1;0,00%;;;;;;;;;;;;;;;
despachando;;;1;0,00%;;;;;;;;;;;;;;;
despacharia;;;1;0,00%;;;;;;;;;;;;;;;
despache;;;1;0,00%;;;;;;;;;;;;;;;
despachen;;;1;0,00%;;;;;;;;;;;;;;;
despalzaba;;;1;0,00%;;;;;;;;;;;;;;;
desparece;;;1;0,00%;;;;;;;;;;;;;;;
despedian;;;1;0,00%;;;;;;;;;;;;;;;
despedidos;;;1;0,00%;;;;;;;;;;;;;;;
despedirjaja;;;1;0,00%;;;;;;;;;;;;;;;
despedirme;;;1;0,00%;;;;;;;;;;;;;;;
despegue;;;1;0,00%;;;;;;;;;;;;;;;
despejarme;;;1;0,00%;;;;;;;;;;;;;;;
despeje;;;1;0,00%;;;;;;;;;;;;;;;
despejo;;;1;0,00%;;;;;;;;;;;;;;;
despendiete;;;1;0,00%;;;;;;;;;;;;;;;
desperdiciados;;;1;0,00%;;;;;;;;;;;;;;;
despersonlzada;;;1;0,00%;;;;;;;;;;;;;;;
despid;;;1;0,00%;;;;;;;;;;;;;;;
despide;;;1;0,00%;;;;;;;;;;;;;;;
despidiendo;;;1;0,00%;;;;;;;;;;;;;;;
despidio;;;1;0,00%;;;;;;;;;;;;;;;
despistase;;;1;0,00%;;;;;;;;;;;;;;;
despisto;;;1;0,00%;;;;;;;;;;;;;;;
despjes;;;1;0,00%;;;;;;;;;;;;;;;
desplacemos;;;1;0,00%;;;;;;;;;;;;;;;
desplaza;;;1;0,00%;;;;;;;;;;;;;;;
desplazando;;;1;0,00%;;;;;;;;;;;;;;;
desplazar;;;1;0,00%;;;;;;;;;;;;;;;
desplazo;;;1;0,00%;;;;;;;;;;;;;;;
desplegable;;;1;0,00%;;;;;;;;;;;;;;;
desponibles;;;1;0,00%;;;;;;;;;;;;;;;
desposaitar;;;1;0,00%;;;;;;;;;;;;;;;
despositare;;;1;0,00%;;;;;;;;;;;;;;;
despositaron;;;1;0,00%;;;;;;;;;;;;;;;
desprenderme;;;1;0,00%;;;;;;;;;;;;;;;
desprendo;;;1;0,00%;;;;;;;;;;;;;;;
despreocuparse;;;1;0,00%;;;;;;;;;;;;;;;
despreocupe;;;1;0,00%;;;;;;;;;;;;;;;
despreocupese;;;1;0,00%;;;;;;;;;;;;;;;
despreocupo;;;1;0,00%;;;;;;;;;;;;;;;
desprograman;;;1;0,00%;;;;;;;;;;;;;;;
desprotegidos;;;1;0,00%;;;;;;;;;;;;;;;
despued;;;1;0,00%;;;;;;;;;;;;;;;
despuedes;;;1;0,00%;;;;;;;;;;;;;;;
despuees;;;1;0,00%;;;;;;;;;;;;;;;
despuescde;;;1;0,00%;;;;;;;;;;;;;;;
despuesme;;;1;0,00%;;;;;;;;;;;;;;;
despuesotra;;;1;0,00%;;;;;;;;;;;;;;;
despuntual;;;1;0,00%;;;;;;;;;;;;;;;
despyarme;;;1;0,00%;;;;;;;;;;;;;;;
dessfiliar;;;1;0,00%;;;;;;;;;;;;;;;
dessfiliarme;;;1;0,00%;;;;;;;;;;;;;;;
dessire;;;1;0,00%;;;;;;;;;;;;;;;
desspues;;;1;0,00%;;;;;;;;;;;;;;;
desssempleado;;;1;0,00%;;;;;;;;;;;;;;;
destacar;;;1;0,00%;;;;;;;;;;;;;;;
destajo;;;1;0,00%;;;;;;;;;;;;;;;
destapara;;;1;0,00%;;;;;;;;;;;;;;;
destiempopero;;;1;0,00%;;;;;;;;;;;;;;;
destimado;;;1;0,00%;;;;;;;;;;;;;;;
destinacion;;;1;0,00%;;;;;;;;;;;;;;;
destinada;;;1;0,00%;;;;;;;;;;;;;;;
destinados;;;1;0,00%;;;;;;;;;;;;;;;
destinando;;;1;0,00%;;;;;;;;;;;;;;;
destinarlo;;;1;0,00%;;;;;;;;;;;;;;;
destinaron;;;1;0,00%;;;;;;;;;;;;;;;
destinos;;;1;0,00%;;;;;;;;;;;;;;;
desubicado;;;1;0,00%;;;;;;;;;;;;;;;
desudas;;;1;0,00%;;;;;;;;;;;;;;;
desuentan;;;1;0,00%;;;;;;;;;;;;;;;
desusa;;;1;0,00%;;;;;;;;;;;;;;;
desuso;;;1;0,00%;;;;;;;;;;;;;;;
desvalance;;;1;0,00%;;;;;;;;;;;;;;;
desvian;;;1;0,00%;;;;;;;;;;;;;;;
desviar;;;1;0,00%;;;;;;;;;;;;;;;
desviarme;;;1;0,00%;;;;;;;;;;;;;;;
desvie;;;1;0,00%;;;;;;;;;;;;;;;
desvincula;;;1;0,00%;;;;;;;;;;;;;;;
desvinculen;;;1;0,00%;;;;;;;;;;;;;;;
desvinculo;;;1;0,00%;;;;;;;;;;;;;;;
desviuemos;;;1;0,00%;;;;;;;;;;;;;;;
desvonectsrme;;;1;0,00%;;;;;;;;;;;;;;;
desvuentos;;;1;0,00%;;;;;;;;;;;;;;;
deswmpleo;;;1;0,00%;;;;;;;;;;;;;;;
desxuento;;;1;0,00%;;;;;;;;;;;;;;;
detale;;;1;0,00%;;;;;;;;;;;;;;;
detalkan;;;1;0,00%;;;;;;;;;;;;;;;
detall;;;1;0,00%;;;;;;;;;;;;;;;
detallaar;;;1;0,00%;;;;;;;;;;;;;;;
detalladas;;;1;0,00%;;;;;;;;;;;;;;;
detalladlos;;;1;0,00%;;;;;;;;;;;;;;;
detallara;;;1;0,00%;;;;;;;;;;;;;;;
detallaran;;;1;0,00%;;;;;;;;;;;;;;;
detallare;;;1;0,00%;;;;;;;;;;;;;;;
detallarle;;;1;0,00%;;;;;;;;;;;;;;;
detallarles;;;1;0,00%;;;;;;;;;;;;;;;
detallemelo;;;1;0,00%;;;;;;;;;;;;;;;
detallepng;;;1;0,00%;;;;;;;;;;;;;;;
detalley;;;1;0,00%;;;;;;;;;;;;;;;
detalllar;;;1;0,00%;;;;;;;;;;;;;;;
detallle;;;1;0,00%;;;;;;;;;;;;;;;
detamme;;;1;0,00%;;;;;;;;;;;;;;;
detanle;;;1;0,00%;;;;;;;;;;;;;;;
detdas;;;1;0,00%;;;;;;;;;;;;;;;
dete;;;1;0,00%;;;;;;;;;;;;;;;
detectar;;;1;0,00%;;;;;;;;;;;;;;;
detectaron;;;1;0,00%;;;;;;;;;;;;;;;
detecten;;;1;0,00%;;;;;;;;;;;;;;;
detelefono;;;1;0,00%;;;;;;;;;;;;;;;
detendera;;;1;0,00%;;;;;;;;;;;;;;;
detendre;;;1;0,00%;;;;;;;;;;;;;;;
detener;;;1;0,00%;2;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
detenido;;;1;0,00%;2;Negativa;1;0;0;-3;no critico;0;0;0;0;0;0;0;0
detergente;;;1;0,00%;;;;;;;;;;;;;;;
deterioradabanda;;;1;0,00%;;;;;;;;;;;;;;;
determina;;;1;0,00%;;;;;;;;;;;;;;;
determinadas;;;1;0,00%;;;;;;;;;;;;;;;
determinados;;;1;0,00%;;;;;;;;;;;;;;;
determinan;;;1;0,00%;;;;;;;;;;;;;;;
determinando;;;1;0,00%;;;;;;;;;;;;;;;
determino;;;1;0,00%;;;;;;;;;;;;;;;
detia;;;1;0,00%;;;;;;;;;;;;;;;
detiene;;;1;0,00%;;;;;;;;;;;;;;;
detlle;;;1;0,00%;;;;;;;;;;;;;;;
dettale;;;1;0,00%;;;;;;;;;;;;;;;
detuviera;;;1;0,00%;;;;;;;;;;;;;;;
deu;;;1;0,00%;;;;;;;;;;;;;;;
deuada;;;1;0,00%;;;;;;;;;;;;;;;
deudaaa;;;1;0,00%;;;;;;;;;;;;;;;
deudaahora;;;1;0,00%;;;;;;;;;;;;;;;
deudabq;;;1;0,00%;;;;;;;;;;;;;;;
deudacomo;;;1;0,00%;;;;;;;;;;;;;;;
deudactotal;;;1;0,00%;;;;;;;;;;;;;;;
deudadios;;;1;0,00%;;;;;;;;;;;;;;;
deudame;;;1;0,00%;;;;;;;;;;;;;;;
deudapor;;;1;0,00%;;;;;;;;;;;;;;;
deudarme;;;1;0,00%;;;;;;;;;;;;;;;
deudasolo;;;1;0,00%;;;;;;;;;;;;;;;
deudatotalt;;;1;0,00%;;;;;;;;;;;;;;;
deudota;;;1;0,00%;;;;;;;;;;;;;;;
deufmda;;;1;0,00%;;;;;;;;;;;;;;;
deun;;;1;0,00%;;;;;;;;;;;;;;;
deunaves;;;1;0,00%;;;;;;;;;;;;;;;
deunnproducto;;;1;0,00%;;;;;;;;;;;;;;;
deunos;;;1;0,00%;;;;;;;;;;;;;;;
deura;;;1;0,00%;;;;;;;;;;;;;;;
deus;;;1;0,00%;;;;;;;;;;;;;;;
deusar;;;1;0,00%;;;;;;;;;;;;;;;
deuy;;;1;0,00%;;;;;;;;;;;;;;;
devbieron;;;1;0,00%;;;;;;;;;;;;;;;
devcompra;;;1;0,00%;;;;;;;;;;;;;;;
devenga;;;1;0,00%;;;;;;;;;;;;;;;
devengado;;;1;0,00%;;;;;;;;;;;;;;;
devengo;;;1;0,00%;;;;;;;;;;;;;;;
devi;;;1;0,00%;;;;;;;;;;;;;;;
devilucion;;;1;0,00%;;;;;;;;;;;;;;;
devine;;;1;0,00%;;;;;;;;;;;;;;;
devir;;;1;0,00%;;;;;;;;;;;;;;;
devitando;;;1;0,00%;;;;;;;;;;;;;;;
devitarian;;;1;0,00%;;;;;;;;;;;;;;;
deviten;;;1;0,00%;;;;;;;;;;;;;;;
devlas;;;1;0,00%;;;;;;;;;;;;;;;
devokver;;;1;0,00%;;;;;;;;;;;;;;;
devolcuion;;;1;0,00%;;;;;;;;;;;;;;;
devolicion;;;1;0,00%;;;;;;;;;;;;;;;
devoliveron;;;1;0,00%;;;;;;;;;;;;;;;
devoluciiones;;;1;0,00%;;;;;;;;;;;;;;;
devolucio;;;1;0,00%;;;;;;;;;;;;;;;
devolucionel;;;1;0,00%;;;;;;;;;;;;;;;
devolucionnunca;;;1;0,00%;;;;;;;;;;;;;;;
devoluciopn;;;1;0,00%;;;;;;;;;;;;;;;
devolucoon;;;1;0,00%;;;;;;;;;;;;;;;
devolution;;;1;0,00%;;;;;;;;;;;;;;;
devoluvion;;;1;0,00%;;;;;;;;;;;;;;;
devolve;;;1;0,00%;;;;;;;;;;;;;;;
devolveras;;;1;0,00%;;;;;;;;;;;;;;;
devolverion;;;1;0,00%;;;;;;;;;;;;;;;
devolverle;;;1;0,00%;;;;;;;;;;;;;;;
devolverse;;;1;0,00%;;;;;;;;;;;;;;;
devolverte;;;1;0,00%;;;;;;;;;;;;;;;
devolviendome;;;1;0,00%;;;;;;;;;;;;;;;
devolvieronlo;;;1;0,00%;;;;;;;;;;;;;;;
devomucioon;;;1;0,00%;;;;;;;;;;;;;;;
devoto;;;1;0,00%;2;Positiva;0;0;1;3;no critico;0;0;0;0;0;0;0;0
devtarjeta;;;1;0,00%;;;;;;;;;;;;;;;
devuelan;;;1;0,00%;;;;;;;;;;;;;;;
devuelkven;;;1;0,00%;;;;;;;;;;;;;;;
devueltl;;;1;0,00%;;;;;;;;;;;;;;;
devueltolavida;;;1;0,00%;;;;;;;;;;;;;;;
devuelvame;;;1;0,00%;;;;;;;;;;;;;;;
devuelvas;;;1;0,00%;;;;;;;;;;;;;;;
devuelveb;;;1;0,00%;;;;;;;;;;;;;;;
devuelveme;;;1;0,00%;;;;;;;;;;;;;;;
devuelvieron;;;1;0,00%;;;;;;;;;;;;;;;
devuelvn;;;1;0,00%;;;;;;;;;;;;;;;
devulcion;;;1;0,00%;;;;;;;;;;;;;;;
devulven;;;1;0,00%;;;;;;;;;;;;;;;
devuolvian;;;1;0,00%;;;;;;;;;;;;;;;
devurkven;;;1;0,00%;;;;;;;;;;;;;;;
dewbia;;;1;0,00%;;;;;;;;;;;;;;;
dewcontqndon;;;1;0,00%;;;;;;;;;;;;;;;
dewcuento;;;1;0,00%;;;;;;;;;;;;;;;
dewong;;;1;0,00%;;;;;;;;;;;;;;;
dexesos;;;1;0,00%;;;;;;;;;;;;;;;
dexeste;;;1;0,00%;;;;;;;;;;;;;;;
dexian;;;1;0,00%;;;;;;;;;;;;;;;
dexie;;;1;0,00%;;;;;;;;;;;;;;;
dexirmelo;;;1;0,00%;;;;;;;;;;;;;;;
deyai;;;1;0,00%;;;;;;;;;;;;;;;
deysiuna;;;1;0,00%;;;;;;;;;;;;;;;
deyvis;;;1;0,00%;;;;;;;;;;;;;;;
dfacffdcpng;;;1;0,00%;;;;;;;;;;;;;;;
dfdabffbcdjpg;;;1;0,00%;;;;;;;;;;;;;;;
dfectivo;;;1;0,00%;;;;;;;;;;;;;;;
dfiere;;;1;0,00%;;;;;;;;;;;;;;;
dfirerencia;;;1;0,00%;;;;;;;;;;;;;;;
dfue;;;1;0,00%;;;;;;;;;;;;;;;
dgame;;;1;0,00%;;;;;;;;;;;;;;;
dgo;;;1;0,00%;;;;;;;;;;;;;;;
dhola;;;1;0,00%;;;;;;;;;;;;;;;
dia´s;;;1;0,00%;;;;;;;;;;;;;;;
diaaaa;;;1;0,00%;;;;;;;;;;;;;;;
diaas;;;1;0,00%;;;;;;;;;;;;;;;
diab;;;1;0,00%;;;;;;;;;;;;;;;
diacilprme;;;1;0,00%;;;;;;;;;;;;;;;
diaculpe;;;1;0,00%;;;;;;;;;;;;;;;
diadeberian;;;1;0,00%;;;;;;;;;;;;;;;
diaestoy;;;1;0,00%;;;;;;;;;;;;;;;
diagame;;;1;0,00%;;;;;;;;;;;;;;;
diagnosticado;;;1;0,00%;;;;;;;;;;;;;;;
diagnosticaron;;;1;0,00%;;;;;;;;;;;;;;;
diagnosticos;;;1;0,00%;;;;;;;;;;;;;;;
diagonal;;;1;0,00%;;;;;;;;;;;;;;;
diahoy;;;1;0,00%;;;;;;;;;;;;;;;
dialogar;;;1;0,00%;;;;;;;;;;;;;;;
dialogo;;;1;0,00%;;;;;;;;;;;;;;;
diamantes;;;1;0,00%;;;;;;;;;;;;;;;
diami;;;1;0,00%;;;;;;;;;;;;;;;
diaminuir;;;1;0,00%;;;;;;;;;;;;;;;
diaminujdo;;;1;0,00%;;;;;;;;;;;;;;;
dian;;;1;0,00%;;;;;;;;;;;;;;;
dianconfirmame;;;1;0,00%;;;;;;;;;;;;;;;
diandd;;;1;0,00%;;;;;;;;;;;;;;;
diane;;;1;0,00%;;;;;;;;;;;;;;;
dianna;;;1;0,00%;;;;;;;;;;;;;;;
diano;;;1;0,00%;;;;;;;;;;;;;;;
diaogo;;;1;0,00%;;;;;;;;;;;;;;;
diapocion;;;1;0,00%;;;;;;;;;;;;;;;
diapor;;;1;0,00%;;;;;;;;;;;;;;;
diapositivajpg;;;1;0,00%;;;;;;;;;;;;;;;
diapuesto;;;1;0,00%;;;;;;;;;;;;;;;
diaqueria;;;1;0,00%;;;;;;;;;;;;;;;
diaquisiera;;;1;0,00%;;;;;;;;;;;;;;;
diariosquedaron;;;1;0,00%;;;;;;;;;;;;;;;
diarnrnuna;;;1;0,00%;;;;;;;;;;;;;;;
diasacabo;;;1;0,00%;;;;;;;;;;;;;;;
diasantes;;;1;0,00%;;;;;;;;;;;;;;;
diasd;;;1;0,00%;;;;;;;;;;;;;;;
diasde;;;1;0,00%;;;;;;;;;;;;;;;
diasdias;;;1;0,00%;;;;;;;;;;;;;;;
diasdisculpa;;;1;0,00%;;;;;;;;;;;;;;;
diaseso;;;1;0,00%;;;;;;;;;;;;;;;
diasesperaba;;;1;0,00%;;;;;;;;;;;;;;;
diasla;;;1;0,00%;;;;;;;;;;;;;;;
diasle;;;1;0,00%;;;;;;;;;;;;;;;
diasmi;;;1;0,00%;;;;;;;;;;;;;;;
diasn;;;1;0,00%;;;;;;;;;;;;;;;
diasndias;;;1;0,00%;;;;;;;;;;;;;;;
diasnhace;;;1;0,00%;;;;;;;;;;;;;;;
diasnles;;;1;0,00%;;;;;;;;;;;;;;;
diasnnmi;;;1;0,00%;;;;;;;;;;;;;;;
diasnquisiera;;;1;0,00%;;;;;;;;;;;;;;;
diasnuna;;;1;0,00%;;;;;;;;;;;;;;;
diaspero;;;1;0,00%;;;;;;;;;;;;;;;
diaspongo;;;1;0,00%;;;;;;;;;;;;;;;
diaspora;;;1;0,00%;;;;;;;;;;;;;;;
diasquiera;;;1;0,00%;;;;;;;;;;;;;;;
diasquiesiera;;;1;0,00%;;;;;;;;;;;;;;;
diasrevisando;;;1;0,00%;;;;;;;;;;;;;;;
diasrevisare;;;1;0,00%;;;;;;;;;;;;;;;
diasrndeseo;;;1;0,00%;;;;;;;;;;;;;;;
diasrnpara;;;1;0,00%;;;;;;;;;;;;;;;
diasrnpor;;;1;0,00%;;;;;;;;;;;;;;;
diasrnrevisando;;;1;0,00%;;;;;;;;;;;;;;;
diasse;;;1;0,00%;;;;;;;;;;;;;;;
diassolicito;;;1;0,00%;;;;;;;;;;;;;;;
diasssss;;;1;0,00%;;;;;;;;;;;;;;;
diassssss;;;1;0,00%;;;;;;;;;;;;;;;
diassssssss;;;1;0,00%;;;;;;;;;;;;;;;
diasxfavie;;;1;0,00%;;;;;;;;;;;;;;;
diasya;;;1;0,00%;;;;;;;;;;;;;;;
diasyo;;;1;0,00%;;;;;;;;;;;;;;;
diauisiera;;;1;0,00%;;;;;;;;;;;;;;;
diauna;;;1;0,00%;;;;;;;;;;;;;;;
diavia;;;1;0,00%;;;;;;;;;;;;;;;
diaw;;;1;0,00%;;;;;;;;;;;;;;;
diaxulpa;;;1;0,00%;;;;;;;;;;;;;;;
diayo;;;1;0,00%;;;;;;;;;;;;;;;
dibero;;;1;0,00%;;;;;;;;;;;;;;;
dibideron;;;1;0,00%;;;;;;;;;;;;;;;
dibio;;;1;0,00%;;;;;;;;;;;;;;;
dibp;;;1;0,00%;;;;;;;;;;;;;;;
dibujitos;;;1;0,00%;;;;;;;;;;;;;;;
dicd;;;1;0,00%;;;;;;;;;;;;;;;
dicds;;;1;0,00%;;;;;;;;;;;;;;;
dicee;;;1;0,00%;;;;;;;;;;;;;;;
diceindome;;;1;0,00%;;;;;;;;;;;;;;;
dicek;;;1;0,00%;;;;;;;;;;;;;;;
dicendo;;;1;0,00%;;;;;;;;;;;;;;;
dicenso;;;1;0,00%;;;;;;;;;;;;;;;
dicer;;;1;0,00%;;;;;;;;;;;;;;;
dicernforma;;;1;0,00%;;;;;;;;;;;;;;;
dichl;;;1;0,00%;;;;;;;;;;;;;;;
dichoseguro;;;1;0,00%;;;;;;;;;;;;;;;
dichoso;;;1;0,00%;;;;;;;;;;;;;;;
dicia;;;1;0,00%;;;;;;;;;;;;;;;
diciembremi;;;1;0,00%;;;;;;;;;;;;;;;
diciendk;;;1;0,00%;;;;;;;;;;;;;;;
diciendoles;;;1;0,00%;;;;;;;;;;;;;;;
diciendolineas;;;1;0,00%;;;;;;;;;;;;;;;
diciendolo;;;1;0,00%;;;;;;;;;;;;;;;
diciendone;;;1;0,00%;;;;;;;;;;;;;;;
dicieneo;;;1;0,00%;;;;;;;;;;;;;;;
dicienflme;;;1;0,00%;;;;;;;;;;;;;;;
dicienfonq;;;1;0,00%;;;;;;;;;;;;;;;
dicienmbre;;;1;0,00%;;;;;;;;;;;;;;;
dicienso;;;1;0,00%;;;;;;;;;;;;;;;
diciermbre;;;1;0,00%;;;;;;;;;;;;;;;
dicil;;;1;0,00%;;;;;;;;;;;;;;;
dicionl;;;1;0,00%;;;;;;;;;;;;;;;
dicirmbre;;;1;0,00%;;;;;;;;;;;;;;;
dicjo;;;1;0,00%;;;;;;;;;;;;;;;
dicn;;;1;0,00%;;;;;;;;;;;;;;;
dicne;;;1;0,00%;;;;;;;;;;;;;;;
dico;;;1;0,00%;;;;;;;;;;;;;;;
dicsr;;;1;0,00%;;;;;;;;;;;;;;;
dicta;;;1;0,00%;;;;;;;;;;;;;;;
dictada;;;1;0,00%;;;;;;;;;;;;;;;
dictadas;;;1;0,00%;;;;;;;;;;;;;;;
dictador;;;1;0,00%;;;;;;;;;;;;;;;
dictan;;;1;0,00%;;;;;;;;;;;;;;;
dictando;;;1;0,00%;;;;;;;;;;;;;;;
dictar;;;1;0,00%;;;;;;;;;;;;;;;
dictarle;;;1;0,00%;;;;;;;;;;;;;;;
dictndo;;;1;0,00%;;;;;;;;;;;;;;;
dicto;;;1;0,00%;;;;;;;;;;;;;;;
dicua;;;1;0,00%;;;;;;;;;;;;;;;
dicuembre;;;1;0,00%;;;;;;;;;;;;;;;
dicuendome;;;1;0,00%;;;;;;;;;;;;;;;
diculpa;;;1;0,00%;;;;;;;;;;;;;;;
dicumento;;;1;0,00%;;;;;;;;;;;;;;;
dicws;;;1;0,00%;;;;;;;;;;;;;;;
did;;;1;0,00%;;;;;;;;;;;;;;;
didactica;;;1;0,00%;;;;;;;;;;;;;;;
didculpame;;;1;0,00%;;;;;;;;;;;;;;;
didculpe;;;1;0,00%;;;;;;;;;;;;;;;
dideren;;;1;0,00%;;;;;;;;;;;;;;;
didjeron;;;1;0,00%;;;;;;;;;;;;;;;
die;;;1;0,00%;;;;;;;;;;;;;;;
diea;;;1;0,00%;;;;;;;;;;;;;;;
diecven;;;1;0,00%;;;;;;;;;;;;;;;
dieectv;;;1;0,00%;;;;;;;;;;;;;;;
diefrencia;;;1;0,00%;;;;;;;;;;;;;;;
diej;;;1;0,00%;;;;;;;;;;;;;;;
diejeron;;;1;0,00%;;;;;;;;;;;;;;;
diejon;;;1;0,00%;;;;;;;;;;;;;;;
diemore;;;1;0,00%;;;;;;;;;;;;;;;
dieneer;;;1;0,00%;;;;;;;;;;;;;;;
diener;;;1;0,00%;;;;;;;;;;;;;;;
dieners;;;1;0,00%;;;;;;;;;;;;;;;
dienr;;;1;0,00%;;;;;;;;;;;;;;;
dieorn;;;1;0,00%;;;;;;;;;;;;;;;
dierme;;;1;0,00%;;;;;;;;;;;;;;;
diero;;;1;0,00%;;;;;;;;;;;;;;;
dieronnen;;;1;0,00%;;;;;;;;;;;;;;;
dietter;;;1;0,00%;;;;;;;;;;;;;;;
diezcan;;;1;0,00%;;;;;;;;;;;;;;;
difcil;;;1;0,00%;;;;;;;;;;;;;;;
difecensia;;;1;0,00%;;;;;;;;;;;;;;;
difeencia;;;1;0,00%;;;;;;;;;;;;;;;
difenecia;;;1;0,00%;;;;;;;;;;;;;;;
difer;;;1;0,00%;;;;;;;;;;;;;;;
diferdel;;;1;0,00%;;;;;;;;;;;;;;;
diferecia;;;1;0,00%;;;;;;;;;;;;;;;
diferen;;;1;0,00%;;;;;;;;;;;;;;;
diferenciande;;;1;0,00%;;;;;;;;;;;;;;;
diferenecia;;;1;0,00%;;;;;;;;;;;;;;;
diferenetes;;;1;0,00%;;;;;;;;;;;;;;;
diferenia;;;1;0,00%;;;;;;;;;;;;;;;
diferenic;;;1;0,00%;;;;;;;;;;;;;;;
diferenica;;;1;0,00%;;;;;;;;;;;;;;;
diferenncia;;;1;0,00%;;;;;;;;;;;;;;;
diferentea;;;1;0,00%;;;;;;;;;;;;;;;
difererente;;;1;0,00%;;;;;;;;;;;;;;;
difererirla;;;1;0,00%;;;;;;;;;;;;;;;
diferidose;;;1;0,00%;;;;;;;;;;;;;;;
diferimos;;;1;0,00%;;;;;;;;;;;;;;;
diferiran;;;1;0,00%;;;;;;;;;;;;;;;
diferirlo;;;1;0,00%;;;;;;;;;;;;;;;
diferirse;;;1;0,00%;;;;;;;;;;;;;;;
difernetes;;;1;0,00%;;;;;;;;;;;;;;;
diferntes;;;1;0,00%;;;;;;;;;;;;;;;
diferridos;;;1;0,00%;;;;;;;;;;;;;;;
difgamne;;;1;0,00%;;;;;;;;;;;;;;;
difici;;;1;0,00%;;;;;;;;;;;;;;;
dificilademas;;;1;0,00%;;;;;;;;;;;;;;;
dificilestoy;;;1;0,00%;;;;;;;;;;;;;;;
dificily;;;1;0,00%;;;;;;;;;;;;;;;
dificulga;;;1;0,00%;;;;;;;;;;;;;;;
dificultaba;;;1;0,00%;;;;;;;;;;;;;;;
dificultadquiero;;;1;0,00%;;;;;;;;;;;;;;;
dificultaf;;;1;0,00%;;;;;;;;;;;;;;;
dificultando;;;1;0,00%;;;;;;;;;;;;;;;
dificultar;;;1;0,00%;;;;;;;;;;;;;;;
difiera;;;1;0,00%;;;;;;;;;;;;;;;
difiero;;;1;0,00%;;;;;;;;;;;;;;;
difinintivame;;;1;0,00%;;;;;;;;;;;;;;;
difinita;;;1;0,00%;;;;;;;;;;;;;;;
difinivamente;;;1;0,00%;;;;;;;;;;;;;;;
difireiran;;;1;0,00%;;;;;;;;;;;;;;;
difitos;;;1;0,00%;;;;;;;;;;;;;;;
difrencia;;;1;0,00%;;;;;;;;;;;;;;;
difrrencia;;;1;0,00%;;;;;;;;;;;;;;;
difucultades;;;1;0,00%;;;;;;;;;;;;;;;
difundir;;;1;0,00%;;;;;;;;;;;;;;;
difwrencia;;;1;0,00%;;;;;;;;;;;;;;;
digales;;;1;0,00%;;;;;;;;;;;;;;;
digama;;;1;0,00%;;;;;;;;;;;;;;;
digame¨;;;1;0,00%;;;;;;;;;;;;;;;
digameahi;;;1;0,00%;;;;;;;;;;;;;;;
digamelo;;;1;0,00%;;;;;;;;;;;;;;;
digameneva;;;1;0,00%;;;;;;;;;;;;;;;
digamepuedo;;;1;0,00%;;;;;;;;;;;;;;;
digamer;;;1;0,00%;;;;;;;;;;;;;;;
digamesi;;;1;0,00%;;;;;;;;;;;;;;;
digamne;;;1;0,00%;;;;;;;;;;;;;;;
digamo;;;1;0,00%;;;;;;;;;;;;;;;
digamre;;;1;0,00%;;;;;;;;;;;;;;;
digamw;;;1;0,00%;;;;;;;;;;;;;;;
digann;;;1;0,00%;;;;;;;;;;;;;;;
digase;;;1;0,00%;;;;;;;;;;;;;;;
dige;;;1;0,00%;;;;;;;;;;;;;;;
digerencia;;;1;0,00%;;;;;;;;;;;;;;;
digerian;;;1;0,00%;;;;;;;;;;;;;;;
digerible;;;1;0,00%;;;;;;;;;;;;;;;
digicert;;;1;0,00%;;;;;;;;;;;;;;;
digiere;;;1;0,00%;;;;;;;;;;;;;;;
digierom;;;1;0,00%;;;;;;;;;;;;;;;
digiste;;;1;0,00%;;;;;;;;;;;;;;;
digitaciones;;;1;0,00%;;;;;;;;;;;;;;;
digitado;;;1;0,00%;;;;;;;;;;;;;;;
digitak;;;1;0,00%;;;;;;;;;;;;;;;
digitalesmediante;;;1;0,00%;;;;;;;;;;;;;;;
digitalmente;;;1;0,00%;;;;;;;;;;;;;;;
digitalvdpav;;;1;0,00%;;;;;;;;;;;;;;;
digitaria;;;1;0,00%;;;;;;;;;;;;;;;
digme;;;1;0,00%;;;;;;;;;;;;;;;
dignan;;;1;0,00%;;;;;;;;;;;;;;;
digne;;;1;0,00%;;;;;;;;;;;;;;;
dignese;;;1;0,00%;;;;;;;;;;;;;;;
dignifica;;;1;0,00%;;;;;;;;;;;;;;;
digomi;;;1;0,00%;;;;;;;;;;;;;;;
digoporque;;;1;0,00%;;;;;;;;;;;;;;;
digsne;;;1;0,00%;;;;;;;;;;;;;;;
digue;;;1;0,00%;;;;;;;;;;;;;;;
diguiero;;;1;0,00%;;;;;;;;;;;;;;;
digura;;;1;0,00%;;;;;;;;;;;;;;;
diguraba;;;1;0,00%;;;;;;;;;;;;;;;
digustada;;;1;0,00%;;;;;;;;;;;;;;;
dihe;;;1;0,00%;;;;;;;;;;;;;;;
dihgame;;;1;0,00%;;;;;;;;;;;;;;;
diho;;;1;0,00%;;;;;;;;;;;;;;;
dii;;;1;0,00%;;;;;;;;;;;;;;;
diice;;;1;0,00%;;;;;;;;;;;;;;;
diificil;;;1;0,00%;;;;;;;;;;;;;;;
diijeron;;;1;0,00%;;;;;;;;;;;;;;;
