1,Palabra,Grupo,Entidad,Frecuencia,Porcentaje,Pareto,Polaridad,Negativa,Neutra,Positiva,Puntuacion,Critica,Molestia,Duda,Disgusto,Miedo,Alegria,Tristeza,Sorpresa,Confianza
2,seguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
3,gracias,gracias,,33789,33789,1,Positiva,0,0,1,5,no critico,0,0,0,0,10,0,0,10
4,saber,saber,,6004,6004,1,Neutra,0,1,0,1,no critico,0,0,0,0,0,0,0,0
5,hola,hola,,0,0,0,Neutra,0,0,0,0,0,0,0,0,0,0,0,0,0
6,buenas,bueno,,301,301,0,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
7,quisiera,querer,,4219,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
8,tardes,tardes,,206,0,0,Negativa,1,0,0,-4,critico,9,0,10,0,0,0,0,0
9,dias,dia,,2091,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
10,quiero,querer,,4219,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
11,buenos,bueno,,301,301,0,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
12,favor,favor,,13647,13647,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
13,puedo,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
14,correo,correo,,7749,7749,1,Neutra,0,1,0,1,no critico,0,4,0,0,0,0,0,0
15,eps,eps,,4931,4931,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
16,poliza,poliza,,6559,6559,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,9
17,pacifico,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
18,vida,vida,,4726,4726,1,Neutra,0,1,0,-1,no critico,0,0,0,9,0,0,0,10
19,consulta,consultar,,21754,0,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
20,dia,dia,,2091,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21,informacion,informar,,10093,0,1,Neutra,0,1,0,1,no critico,0,10,0,0,0,0,0,0
22,muchas,mucho,,3543,0,1,Neutra,0,1,0,1,no critico,0,4,0,0,0,0,0,0
23,necesito,necesitar,,1798,0,1,Negativa,1,0,0,-4,critico,9,7,0,0,0,0,0,0
24,hacer,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
25,empresa,empresa,,3296,3296,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,8
26,numero,numero,,5209,5209,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
27,salud,salud,,5061,5061,1,Negativa,1,0,0,-5,critico,0,10,0,10,0,0,0,9
28,soat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
29,placa,placa,,2249,2249,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
30,cuanto,cuanto,,1699,1699,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
31,pago,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
32,cuenta,cuenta,,2785,2785,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
33,ustedes,usted,,1414,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
34,clinica,clinica,,3143,3143,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
35,dni,dni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,solo,solo,,2366,2366,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
37,siniestro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
38,puede,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
39,deseo,desear,,1268,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
40,hace,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
41,queria,querer,,4219,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
42,mas,mas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,buen,bueno,,301,301,0,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
44,entonces,entonces,,1070,1070,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
45,anos,anho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,seguros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
47,cobertura,cobertura,,4846,4846,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
48,cubre,cobertura,,4846,4846,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
49,podria,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
50,atencion,atencion,,6415,6415,1,Neutra,0,1,0,1,no critico,5,0,5,0,5,0,0,0
51,fecha,fecha,,3375,3375,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
52,vehicular,vehicular,,2814,2814,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
53,mes,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
54,bcp,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
55,ley,ley,,1601,1601,1,Neutra,0,1,0,1,no critico,0,9,0,0,0,0,0,0
56,ahora,ahora,,1503,1503,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
57,noches,noche,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,pagar,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
59,clinicas,clinica,,3143,3143,1,Neutra,0,1,0,-1,no critico,0,0,0,0,0,0,0,0
60,tarjeta,tarjeta,,1129,1129,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
61,san,otros,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,sctr,sctr,,1397,1397,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
63,costo,costo,,1337,1337,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
64,tambien,tambien,,1178,1178,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
65,dijeron,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
66,debo,deber,,732,0,1,Neutra,0,1,0,0,no critico,7,7,7,0,0,0,9,0
67,plan,plan,,1442,1442,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,9
68,nombre,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
69,trabajo,trabajar,,942,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
70,caso,caso,,2974,2974,1,Negativa,1,0,0,-3,critico,0,8,7,0,0,0,0,0
71,auto,vehiculo,,1873,1873,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
72,aun,aun,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,datos,datos,,5507,5507,1,Neutra,0,1,0,0,no critico,0,9,0,9,0,0,5,0
74,soles,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
75,poder,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
76,lima,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
77,direccion,direccion,,2812,2812,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
78,algun,algun,,15150,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
79,tiempo,tiempo,,1220,1220,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
80,comprar,comprar,,906,906,1,Neutra,0,1,0,0,no critico,0,3,0,0,7,0,0,8
81,ano,anho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,respuesta,responder,,1842,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
83,estan,estar,,1015,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
84,hoy,hoy,,833,833,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
85,vehiculo,vehiculo,,1873,1873,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
86,asi,asi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,pueden,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
88,dos,numero_escrito,,263,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
89,cambio,cambiar,,929,0,1,Neutra,0,1,0,0,no critico,0,0,7,0,0,0,0,0
90,delantero,delantera,,906,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
91,bien,bien,,888,888,1,Positiva,0,0,1,5,no critico,0,0,0,0,7,0,0,9
92,banco,banca,,838,0,1,Neutra,0,1,0,0,no critico,0,8,0,8,0,0,4,0
93,momento,momento,,4397,4397,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
94,enviar,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
95,adquirir,adquirir,,1660,1660,1,Neutra,0,1,0,0,no critico,0,0,0,5,5,0,0,8
96,ver,ver,,627,627,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
97,sale,salir,,559,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
98,espero,esperar,,6575,0,1,Negativa,1,0,0,-5,critico,10,6,10,0,0,0,0,0
99,solicitud,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
100,dice,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
101,web,web,,1027,1027,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
102,meses,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
103,tenia,tener,,546,546,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
104,ruc,ruc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,constancia,constancia,,958,958,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
106,hija,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
107,trabajadores,trabajador,,937,937,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
108,peru,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
109,medio,medio,,2751,2751,1,Negativa,1,0,0,-5,critico,9,0,0,0,0,0,0,0
110,monto,monto,,1179,1179,1,Neutra,0,1,0,0,no critico,0,8,8,8,0,0,0,0
111,entiendo,entender,,3208,0,1,Positiva,0,0,1,5,no critico,0,0,0,0,0,0,0,0
112,sac,sac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,tener,tener,,546,546,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
114,ser,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
115,telefono,telefono,,1486,1486,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
116,hijo,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
117,puedes,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
118,oncologico,oncologico,,791,791,1,Negativa,1,0,0,-3,critico,0,8,0,10,0,7,0,0
119,confirmar,confirmar,,587,587,0,Neutra,0,1,0,0,no critico,0,8,0,8,0,0,8,0
120,mismo,mismo,,777,777,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
121,cotizacion,cotizar,,4743,0,1,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
122,tipo,tipo,,2724,2724,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
123,parabrisa,parabrisa,,660,660,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
124,devolucion,devolver,,880,0,1,Negativa,1,0,0,-4,critico,0,9,7,0,0,0,7,0
125,ayer,ayer,,492,492,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
126,credito,credito,,488,488,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
127,seria,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
128,pagina,pagina,,639,639,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
129,electronico,electronico,,4121,4121,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
130,llego,llegar,,459,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
131,cuento,cuento,,432,432,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
132,persona,persona,,933,933,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
133,milagros,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
134,voy,ir,,576,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
135,tramite,tramitar,,604,0,0,Neutra,0,1,0,0,no critico,0,10,0,0,0,0,0,0
136,viaje,viajar,,751,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
137,enero,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
138,tal,tal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,documento,documento,,1200,1200,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
140,alguna,algun,,15150,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
141,asegurado,asegurado,,1222,1222,1,Neutra,0,1,0,0,no critico,0,0,0,0,5,0,0,5
142,solicitar,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
143,uds,usted,,1414,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
144,llamar,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
145,realizar,realizar,,1836,1836,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
146,atenderme,atender,,803,803,1,Neutra,0,1,0,-1,no critico,0,0,0,0,5,0,5,0
147,hago,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
148,taller,taller,,605,605,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
149,cotizar,cotizar,,4743,0,1,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
150,servicio,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
151,atender,atender,,803,803,1,Neutra,0,1,0,-1,no critico,0,0,0,0,5,0,5,0
152,calle,calle,,406,406,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
153,precio,precio,,1292,1292,1,Neutra,0,1,0,0,no critico,0,10,0,10,0,0,0,0
154,ingresar,ingresar,,3479,3479,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
155,ayudar,ayudar,,3141,3141,1,Neutra,0,1,0,1,no critico,0,0,0,0,8,0,7,9
156,escribo,escribir,,370,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
157,decir,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
158,moto,motocicleta,,590,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
159,chequeo,chequear,,733,0,1,Negativa,1,0,0,-3,critico,0,9,0,9,0,0,7,0
160,consultar,consultar,,21754,0,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
161,esposo,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
162,parabrisas,parabrisa,,660,660,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
163,medico,medico,,945,0,1,Negativa,1,0,0,-5,critico,0,0,0,8,0,0,0,0
164,verificar,verificar,,1517,1517,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
165,cliente,cliente,,591,591,0,Neutra,0,1,0,0,no critico,0,0,0,0,8,0,0,8
166,dar,dar,,393,393,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
167,activo,activar,,604,0,0,Neutra,0,1,0,0,no critico,0,0,0,3,0,0,0,3
168,empleador,empleador,,2081,2081,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
169,vez,ver,,627,627,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
170,diciembre,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
171,llame,llamar,,878,0,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,7
172,febrero,mes,,1604,1604,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
173,nacimiento,nacer,,2358,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
174,contrato,contratar,,441,441,0,Positiva,0,0,1,5,no critico,0,3,0,0,8,0,0,9
175,encuentra,encontrar,,1171,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
176,senorita,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
177,verdad,verdad,,334,334,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
178,ahi,ahi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,chat,chatear,,387,0,0,Neutra,0,1,0,0,no critico,0,0,9,0,0,0,0,0
180,esposa,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
181,mensual,mensual,,474,474,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
182,dicen,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
183,solicito,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
184,hice,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
185,beneficios,beneficio,,2673,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,8,0,6,8
186,cancelar,cancelar,,1024,1024,1,Negativa,1,0,0,-5,critico,9,0,8,7,0,9,0,0
187,dpto,departamento,,208,208,0,Neutra,0,1,0,1,no critico,0,1,0,0,0,0,0,0
188,gustaria,gustar,,331,0,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,4
189,opcion,opcion,,3476,3476,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
190,pasado,pasado,,404,404,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
191,perfecto,perfecto,,359,359,0,Neutra,0,1,0,0,no critico,0,0,0,0,10,0,0,10
192,posible,posible,,847,847,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
193,envie,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
194,particular,particular,,585,585,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
195,bueno,bueno,,301,301,0,Positiva,0,0,1,3,no critico,0,0,0,0,6,0,0,9
196,urb,urbanizar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,ello,otros,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,accidentes,accidente,,2152,2152,1,Negativa,1,0,0,-5,critico,0,0,0,10,0,10,0,0
199,indicaron,indicar,,394,394,0,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
200,parte,parte,,478,478,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
201,creo,creer,,295,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,6
202,enviaron,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
203,compre,comprar,,906,906,1,Neutra,0,1,0,0,no critico,0,3,0,0,7,0,0,8
204,glass,vidrio,,343,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
205,pagos,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
206,pueda,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
207,via,via,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,debe,deber,,732,0,1,Neutra,0,1,0,0,no critico,7,7,7,0,0,0,9,0
209,podrian,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
210,problema,problema,,375,375,0,Negativa,1,0,0,-5,critico,10,8,9,0,0,7,0,0
211,actualmente,actual,,621,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
212,alcides,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
213,descuento,descontar,,735,0,1,Negativa,1,0,0,-5,critico,8,7,8,0,0,0,7,0
214,porfavor,favor,,13647,13647,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
215,sistema,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
216,srta,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
217,correcto,correcto,,1098,1098,1,Positiva,0,0,1,3,no critico,0,0,0,0,7,0,0,8
218,carta,carta,,585,585,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
219,respecto,respecto,,388,388,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
220,claro,afirmar,,527,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,8,0,0,8
221,ningun,ninguno,,426,0,0,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
222,contratar,contratar,,441,441,0,Positiva,0,0,1,5,no critico,0,3,0,0,8,0,0,9
223,cuales,cual,,301,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
224,pagando,pagar,,2559,0,1,Neutra,0,1,0,0,no critico,7,9,7,0,0,0,0,0
225,acabo,acabar,,270,0,0,Neutra,0,1,0,0,no critico,3,2,3,0,0,4,0,0
226,pasa,pasar,,381,381,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
227,anual,anual,,486,486,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
228,codigo,codigo,,397,397,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
229,saldo,saldo,,450,450,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
230,afiliado,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
231,acuerdo,acordar,,1736,0,1,Neutra,0,1,0,0,no critico,0,4,0,0,0,0,0,4
232,dijo,decir,,734,0,1,Neutra,0,1,0,0,no critico,0,6,0,0,0,0,0,0
233,compra,comprar,,906,906,1,Neutra,0,1,0,0,no critico,0,3,0,0,7,0,0,8
234,llega,llegar,,459,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
235,asesor,asesor,,3182,3182,1,Neutra,0,1,0,1,no critico,5,0,0,0,5,0,0,5
236,envio,enviar,,1862,0,1,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,8
237,accidente,accidente,,2152,2152,1,Negativa,1,0,0,-5,critico,0,0,0,10,0,10,0,0
238,espera,esperar,,6575,0,1,Negativa,1,0,0,-5,critico,10,6,10,0,0,0,0,0
239,arequipa,lugar,,952,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
240,podrias,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
241,semana,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
242,vidrieria,vidrio,,343,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
243,cobro,cobrar,,569,0,1,Negativa,1,0,0,-3,critico,8,0,7,0,0,0,5,0
244,dinero,dinero,,372,372,0,Neutra,0,1,0,1,no critico,0,9,0,0,0,0,0,0
245,manana,manana,,377,377,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
246,cita,cita,,451,451,0,Neutra,0,1,0,0,no critico,0,9,0,7,0,0,6,0
247,dolares,dolar,,296,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
248,nuevo,nuevo,,394,394,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
249,forma,forma,,2355,2355,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
250,veo,ver,,627,627,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
251,vigente,vigencia,,1562,1562,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
252,luego,luego,,410,410,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
253,manera,manera,,899,899,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
254,red,red,,1119,1119,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
255,katerine,nombre,,996,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
256,cada,cada,,799,799,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
257,hijos,familia,,326,326,0,Neutra,0,1,0,0,no critico,0,8,0,0,0,0,0,0
258,factura,facturar,,322,0,0,Neutra,0,1,0,0,no critico,0,9,0,8,0,0,0,0
259,nunca,nunca,,246,246,0,Negativa,1,0,0,-5,critico,8,7,8,7,0,0,0,0
260,reclamo,reclamar,,365,0,0,Negativa,1,0,0,-5,critico,10,8,10,5,0,5,0,0
261,cambiar,cambiar,,929,0,1,Neutra,0,1,0,0,no critico,0,0,7,0,0,0,0,0
262,traves,mediante,,2764,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
263,registrado,registrar,,1702,0,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
264,titular,titular,,554,554,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
265,celular,celular,,515,515,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
266,hacerlo,hacer,,1886,1886,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
267,recuerdo,recordar,,232,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
268,siguiente,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
269,afiliada,afiliar,,527,0,1,Positiva,0,1,1,5,no critico,0,3,0,0,7,0,0,7
270,riesgo,riesgo,,643,643,1,Negativa,1,0,0,-5,critico,10,9,9,9,0,0,0,0
271,carro,vehiculo,,1873,1873,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
272,osea,o_ sea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,validar,validar,,3018,3018,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
274,embargo,pero,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,documentos,documento,,1200,1200,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,0
276,puedan,poder,,21827,0,1,Neutra,0,1,0,1,no critico,0,8,0,0,0,0,0,0
277,polizas,poliza,,6559,6559,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,9
278,reembolso,reembolsar,,371,0,0,Neutra,0,1,0,0,no critico,0,10,8,8,0,0,0,0
